"classe_origem";"release_anterior";"SYSTEM";"RELEASE";"CLASS";"WMC";"DIT";"NOC";"CBO";"RFC";"LCOM";"CA";"CE";"NPM";"LCOM3";"LOC";"DAM";"MOA";"MFA";"CAM";"IC";"CBM";"AMC";"key_class";"refatoracao"
"javax.xml.parsers.DocumentBuilder";"2.0.0";"xerces";"2.0.0";"javax.xml.parsers.DocumentBuilder";12.0;1.0;1.0;0.0;22.0;66.0;0.0;0.0;11.0;2.0;100.0;0.0;0.0;0.0;0.2381;0.0;0.0;73333.0;"0.0";"1.0"
"org.apache.xerces.impl.validation.ValidationContext";"2.0.0";"xerces";"2.0.0";"org.apache.xerces.impl.validation.ValidationContext";10.0;1.0;0.0;38.0;10.0;45.0;38.0;0.0;10.0;2.0;10.0;0.0;0.0;0.0;0.85;0.0;0.0;0.0;"0.0";"1.0"
"org.apache.xerces.parsers.DTDParser";"2.0.0";"xerces";"2.0.0";"org.apache.xerces.parsers.DTDParser";59.0;0.0;0.0;11.0;60.0;1711.0;0.0;11.0;59.0;10172.0;93.0;1.0;1.0;0.0;0.2655;0.0;0.0;0.5593;"0.0";"1.0"
"org.apache.xerces.impl.xs.XSDDescription";"2.0.0";"xerces";"2.0.0";"org.apache.xerces.impl.xs.XSDDescription";12.0;1.0;0.0;3.0;13.0;66.0;0.0;3.0;12.0;10909.0;45.0;0.0;0.0;0.0;1.0;0.0;0.0;20833.0;"0.0";"1.0"
"org.apache.xerces.dom.ParentNode";"2.0.0";"xerces";"2.0.0";"org.apache.xerces.dom.ParentNode";36.0;0.0;7.0;31.0;83.0;406.0;27.0;7.0;17.0;0.6214;1102.0;0.75;3.0;0.0;0.1515;0.0;0.0;29.5;"0.0";"1.0"
"org.apache.xerces.impl.xs.XSConstraints";"2.0.0";"xerces";"2.0.0";"org.apache.xerces.impl.xs.XSConstraints";30.0;1.0;0.0;27.0;76.0;435.0;8.0;19.0;13.0;10345.0;2179.0;0.0;0.0;0.0;0.1352;0.0;0.0;71.6;"0.0";"1.0"
"org.apache.xerces.parsers.XMLParser";"2.0.0alpha";"xerces";"2.0.0alpha";"org.apache.xerces.parsers.XMLParser";16.0;1.0;2.0;11.0;46.0;56.0;4.0;7.0;11.0;0.7667;412.0;1.0;4.0;0.0;0.2083;0.0;0.0;24375.0;"0.0";"1.0"
"org.apache.xerces.parsers.CachingParserPool";"2.0.0alpha";"xerces";"2.0.0alpha";"org.apache.xerces.parsers.CachingParserPool";10.0;1.0;0.0;6.0;11.0;45.0;0.0;6.0;10.0;11111.0;36.0;1.0;2.0;0.0;0.4667;0.0;0.0;2.4;"0.0";"1.0"
"org.apache.xerces.parsers.XMLDocumentParser";"2.0.0alpha";"xerces";"2.0.0alpha";"org.apache.xerces.parsers.XMLDocumentParser";45.0;0.0;2.0;20.0;83.0;970.0;3.0;17.0;40.0;0.9481;390.0;1.0;5.0;0.0;0.1593;0.0;0.0;75111.0;"0.0";"1.0"
"org.apache.xerces.xni.XMLAttributes";"2.0.0beta2";"xerces";"2.0.0beta2";"org.apache.xerces.xni.XMLAttributes";33.0;1.0;0.0;14.0;33.0;528.0;13.0;1.0;33.0;2.0;33.0;0.0;0.0;0.0;0.4424;0.0;0.0;0.0;"0.0";"1.0"
"org.apache.xerces.impl.XMLDocumentScannerImpl";"2.0.0beta2";"xerces";"2.0.0beta2";"org.apache.xerces.impl.XMLDocumentScannerImpl";30.0;0.0;0.0;30.0;121.0;169.0;6.0;29.0;12.0;0.9655;1563.0;1.0;15.0;0.0;0.1353;0.0;0.0;49.2;"0.0";"1.0"
"org.apache.xerces.impl.validation.Grammar";"2.0.0beta2";"xerces";"2.0.0beta2";"org.apache.xerces.impl.validation.Grammar";61.0;1.0;1.0;26.0;97.0;1588.0;6.0;20.0;25.0;0.9267;3683.0;0.98;10.0;0.0;0.0961;0.0;0.0;585574.0;"0.0";"1.0"
"org.apache.xerces.impl.dv.dtd.ListDatatypeValidator";"2.0.0beta4";"xerces";"2.0.0beta4";"org.apache.xerces.impl.dv.dtd.ListDatatypeValidator";12.0;0.0;0.0;9.0;38.0;20.0;2.0;7.0;10.0;0.6263;565.0;0.8889;1.0;0.0;0.2738;0.0;0.0;453333.0;"0.0";"1.0"
"org.apache.xerces.impl.dv.dtd.NOTATIONDatatypeValidator";"2.0.0beta4";"xerces";"2.0.0beta4";"org.apache.xerces.impl.dv.dtd.NOTATIONDatatypeValidator";8.0;0.0;0.0;6.0;15.0;26.0;2.0;4.0;7.0;0.7143;48.0;1.0;1.0;0.0;0.2857;0.0;0.0;4875.0;"0.0";"1.0"
"org.apache.xerces.impl.dv.dtd.StringDatatypeValidator";"2.0.0beta4";"xerces";"2.0.0beta4";"org.apache.xerces.impl.dv.dtd.StringDatatypeValidator";9.0;0.0;0.0;5.0;30.0;20.0;1.0;4.0;7.0;0.6154;616.0;0.9231;1.0;0.0;0.3016;0.0;0.0;66.0;"0.0";"1.0"
"org.apache.xerces.impl.dv.dtd.IDDatatypeValidator";"2.0.0beta4";"xerces";"2.0.0beta4";"org.apache.xerces.impl.dv.dtd.IDDatatypeValidator";13.0;0.0;0.0;10.0;29.0;68.0;3.0;7.0;10.0;0.8833;134.0;1.0;2.0;0.0;0.2137;0.0;0.0;89231.0;"0.0";"1.0"
"org.apache.xerces.impl.dv.dtd.ENTITYDatatypeValidator";"2.0.0beta4";"xerces";"2.0.0beta4";"org.apache.xerces.impl.dv.dtd.ENTITYDatatypeValidator";10.0;0.0;0.0;9.0;24.0;37.0;2.0;7.0;9.0;0.7407;123.0;1.0;3.0;0.0;0.3;0.0;0.0;11.0;"0.0";"1.0"
"org.apache.xerces.impl.dv.dtd.IDREFDatatypeValidator";"2.0.0beta4";"xerces";"2.0.0beta4";"org.apache.xerces.impl.dv.dtd.IDREFDatatypeValidator";14.0;0.0;0.0;10.0;38.0;71.0;3.0;7.0;10.0;0.7179;219.0;1.0;2.0;0.0;0.2143;0.0;0.0;142143.0;"0.0";"1.0"
"org.apache.xerces.parsers.StandardParserConfiguration";"2.0.1";"xerces";"2.0.1";"org.apache.xerces.parsers.StandardParserConfiguration";21.0;0.0;2.0;39.0;68.0;194.0;7.0;32.0;9.0;0.9576;747.0;1.0;12.0;0.0;0.1964;0.0;0.0;33.0;"0.0";"1.0"
"org.apache.xerces.impl.dtd.XMLDTDDescription";"2.0.1";"xerces";"2.0.1";"org.apache.xerces.impl.dtd.XMLDTDDescription";10.0;1.0;0.0;2.0;14.0;23.0;1.0;1.0;10.0;0.8519;80.0;1.0;0.0;0.0;0.55;1.0;2.0;6.4;"0.0";"1.0"
"org.apache.xerces.impl.dtd.XMLDTDValidator";"2.0.1";"xerces";"2.0.1";"org.apache.xerces.impl.dtd.XMLDTDValidator";72.0;1.0;0.0;37.0;234.0;562.0;1.0;36.0;54.0;0.9394;3763.0;1.0;26.0;0.0;0.1401;0.0;0.0;500278.0;"0.0";"1.0"
"org.apache.xerces.impl.xs.ElementPSVImpl";"2.0.1";"xerces";"2.0.1";"org.apache.xerces.impl.xs.ElementPSVImpl";20.0;1.0;0.0;7.0;26.0;96.0;1.0;6.0;20.0;0.866;225.0;1.0;4.0;0.0;1.0;0.0;0.0;9.7;"0.0";"1.0"
"org.apache.xerces.impl.xs.AttributePSVImpl";"2.0.1";"xerces";"2.0.1";"org.apache.xerces.impl.xs.AttributePSVImpl";17.0;1.0;0.0;6.0;27.0;66.0;1.0;5.0;17.0;0.8472;201.0;1.0;3.0;0.0;0.5294;0.0;0.0;102941.0;"0.0";"1.0"
"org.apache.xerces.dom.NamedNodeMapImpl";"2.0.1";"xerces";"2.0.1";"org.apache.xerces.dom.NamedNodeMapImpl";22.0;1.0;1.0;8.0;49.0;41.0;6.0;2.0;9.0;0.8435;595.0;0.8571;1.0;0.0;0.2273;0.0;0.0;257273.0;"0.0";"1.0"
"org.apache.xerces.impl.dv.XSSimpleType";"2.0.1";"xerces";"2.0.1";"org.apache.xerces.impl.dv.XSSimpleType";12.0;1.0;0.0;32.0;12.0;66.0;26.0;7.0;12.0;10909.0;36.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;"0.0";"1.0"
"org.apache.xerces.impl.xs.identity.XPathMatcher";"2.0.2";"xerces";"2.0.2";"org.apache.xerces.impl.xs.identity.XPathMatcher";15.0;1.0;2.0;27.0;41.0;37.0;7.0;20.0;12.0;0.8254;868.0;1.0;4.0;0.0;0.1818;0.0;0.0;556667.0;"0.0";"1.0"
"org.apache.xerces.impl.dtd.DTDGrammar";"2.0.2";"xerces";"2.0.2";"org.apache.xerces.impl.dtd.DTDGrammar";95.0;1.0;0.0;39.0;150.0;3981.0;6.0;33.0;57.0;0.9484;4999.0;0.9324;17.0;0.0;0.0796;0.0;0.0;508421.0;"0.0";"1.0"
"org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl";"2.0.2";"xerces";"2.0.2";"org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl";60.0;1.0;0.0;52.0;136.0;748.0;3.0;50.0;37.0;0.9035;4954.0;0.4355;6.0;0.0;0.1624;0.0;0.0;805333.0;"0.0";"1.0"
"org.apache.xerces.dom.ElementNSImpl";"2.2.0";"xerces";"2.2.0";"org.apache.xerces.dom.ElementNSImpl";12.0;0.0;3.0;14.0;38.0;38.0;4.0;11.0;5.0;0.7727;372.0;0.5;0.0;0.0;0.6389;0.0;0.0;296667.0;"0.0";"1.0"
"org.apache.xerces.impl.XMLScanner";"2.2.0";"xerces";"2.2.0";"org.apache.xerces.impl.XMLScanner";26.0;1.0;2.0;27.0;78.0;133.0;13.0;14.0;12.0;0.9048;1838.0;1.0;9.0;0.0;0.1867;0.0;0.0;685769.0;"0.0";"1.0"
"org.apache.xerces.dom.NodeImpl";"2.2.0";"xerces";"2.2.0";"org.apache.xerces.dom.NodeImpl";80.0;1.0;3.0;48.0;118.0;2708.0;46.0;6.0;49.0;0.9765;1418.0;0.5714;1.0;0.0;0.124;0.0;0.0;164625.0;"0.0";"1.0"
"org.apache.xerces.impl.XMLNamespaceBinder";"2.2.0";"xerces";"2.2.0";"org.apache.xerces.impl.XMLNamespaceBinder";37.0;1.0;0.0;21.0;86.0;94.0;3.0;18.0;34.0;0.8785;970.0;1.0;7.0;0.0;0.1845;0.0;0.0;247838.0;"0.0";"1.0"
"org.apache.xerces.impl.XMLEntityManager";"2.2.0";"xerces";"2.2.0";"org.apache.xerces.impl.XMLEntityManager";39.0;1.0;1.0;47.0;129.0;515.0;23.0;27.0;30.0;0.9572;2355.0;0.9375;8.0;0.0;0.1356;0.0;0.0;581538.0;"0.0";"1.0"
"org.apache.xerces.parsers.AbstractXMLDocumentParser";"2.2.0";"xerces";"2.2.0";"org.apache.xerces.parsers.AbstractXMLDocumentParser";49.0;0.0;3.0;17.0;54.0;1168.0;3.0;14.0;47.0;0.9688;137.0;1.0;1.0;0.0;0.2214;0.0;0.0;17551.0;"0.0";"1.0"
"org.apache.html.dom.HTMLDocumentImpl";"2.2.0";"xerces";"2.2.0";"org.apache.html.dom.HTMLDocumentImpl";35.0;0.0;0.0;62.0;85.0;575.0;55.0;12.0;30.0;0.9706;1034.0;0.8;5.0;0.0;0.2882;0.0;0.0;282571.0;"0.0";"1.0"
"org.apache.xerces.dom.EntityImpl";"2.2.0";"xerces";"2.2.0";"org.apache.xerces.dom.EntityImpl";18.0;0.0;1.0;6.0;26.0;137.0;4.0;3.0;18.0;0.9542;185.0;0.8889;0.0;0.0;0.3889;0.0;0.0;87778.0;"0.0";"1.0"
"org.apache.xerces.impl.XMLErrorReporter";"2.2.0";"xerces";"2.2.0";"org.apache.xerces.impl.XMLErrorReporter";19.0;1.0;0.0;34.0;42.0;117.0;25.0;9.0;18.0;0.9333;346.0;0.8;3.0;0.0;0.2167;0.0;0.0;164211.0;"0.0";"1.0"
"org.apache.xerces.parsers.AbstractDOMParser";"2.2.0";"xerces";"2.2.0";"org.apache.xerces.parsers.AbstractDOMParser";47.0;0.0;2.0;36.0;221.0;179.0;5.0;31.0;37.0;0.898;3404.0;0.9796;10.0;0.0;0.187;0.0;0.0;70383.0;"0.0";"1.0"
"org.apache.xerces.util.XMLChar";"2.2.0";"xerces";"2.2.0";"org.apache.xerces.util.XMLChar";24.0;1.0;0.0;28.0;27.0;186.0;28.0;0.0;23.0;0.9758;3218.0;0.1111;0.0;0.0;0.25;0.0;0.0;1327083.0;"0.0";"1.0"
"org.apache.xml.serialize.BaseMarkupSerializer";"2.2.0";"xerces";"2.2.0";"org.apache.xml.serialize.BaseMarkupSerializer";66.0;1.0;3.0;18.0;149.0;1335.0;5.0;13.0;42.0;0.822;2615.0;0.9524;8.0;0.0;0.1165;0.0;0.0;38303.0;"0.0";"1.0"
"org.apache.xerces.parsers.AbstractSAXParser";"2.2.0";"xerces";"2.2.0";"org.apache.xerces.parsers.AbstractSAXParser";52.0;0.0;1.0;24.0;150.0;1044.0;1.0;23.0;46.0;0.9505;1516.0;1.0;8.0;0.0;0.11;0.0;0.0;27.75;"0.0";"1.0"
"org.apache.xerces.dom.TextImpl";"2.2.0";"xerces";"2.2.0";"org.apache.xerces.dom.TextImpl";15.0;0.0;2.0;16.0;44.0;105.0;12.0;5.0;13.0;10714.0;323.0;0.0;0.0;0.0;0.2476;0.0;0.0;204667.0;"0.0";"1.0"
"org.apache.xerces.impl.XMLEntityScanner";"2.2.1";"xerces";"2.2.1";"org.apache.xerces.impl.XMLEntityScanner";20.0;1.0;1.0;22.0;21.0;190.0;18.0;4.0;20.0;2.0;23.0;0.0;0.0;0.0;0.2417;0.0;0.0;0.15;"0.0";"1.0"
"org.apache.xerces.impl.xs.models.CMBuilder";"2.2.1";"xerces";"2.2.1";"org.apache.xerces.impl.xs.models.CMBuilder";10.0;1.0;0.0;18.0;26.0;31.0;4.0;15.0;4.0;0.75;499.0;1.0;2.0;0.0;0.3333;0.0;0.0;48.5;"0.0";"1.0"
"org.apache.xerces.xni.XMLDocumentFragmentHandler";"2.2.1";"xerces";"2.2.1";"org.apache.xerces.xni.XMLDocumentFragmentHandler";16.0;1.0;0.0;8.0;16.0;120.0;0.0;8.0;16.0;2.0;16.0;0.0;0.0;0.0;0.3472;0.0;0.0;0.0;"0.0";"1.0"
"org.w3c.dom.ls.DOMBuilder";"2.2.1";"xerces";"2.2.1";"org.w3c.dom.ls.DOMBuilder";12.0;1.0;0.0;1.0;12.0;66.0;0.0;1.0;12.0;10909.0;16.0;0.0;0.0;0.0;0.2315;0.0;0.0;0.0;"0.0";"1.0"
"org.apache.xerces.dom.DOMNormalizer";"2.2.1";"xerces";"2.2.1";"org.apache.xerces.dom.DOMNormalizer";37.0;1.0;0.0;41.0;130.0;604.0;2.0;41.0;27.0;0.9418;1474.0;1.0;12.0;0.0;0.1311;0.0;0.0;382703.0;"0.0";"1.0"
"org.apache.xerces.parsers.DOMBuilderImpl";"2.2.1";"xerces";"2.2.1";"org.apache.xerces.parsers.DOMBuilderImpl";20.0;0.0;1.0;19.0;60.0;164.0;2.0;17.0;19.0;0.9842;773.0;1.0;1.0;0.0;0.15;0.0;0.0;37.15;"0.0";"1.0"
"org.w3c.dom.ls.DOMWriter";"2.2.1";"xerces";"2.2.1";"org.w3c.dom.ls.DOMWriter";13.0;1.0;0.0;1.0;13.0;78.0;0.0;1.0;13.0;2.0;13.0;0.0;0.0;0.0;0.2747;0.0;0.0;0.0;"0.0";"1.0"
"org.apache.xerces.impl.XMLVersionDetector";"2.3.0";"xerces";"2.3.0";"org.apache.xerces.impl.XMLVersionDetector";23.0;1.0;0.0;36.0;81.0;179.0;1.0;35.0;19.0;0.9384;925.0;1.0;18.0;0.0;0.1434;0.0;0.0;378696.0;"0.0";"1.0"
"org.apache.xerces.impl.xs.opti.DefaultDocument";"2.5.0";"xerces";"2.5.0";"org.apache.xerces.impl.xs.opti.DefaultDocument";34.0;0.0;1.0;3.0;36.0;561.0;1.0;2.0;34.0;2.0;179.0;0.0;0.0;0.0;0.4191;0.0;0.0;42647.0;"0.0";"1.0"
"org.apache.xerces.impl.xs.opti.SchemaParsingConfig";"2.5.0";"xerces";"2.5.0";"org.apache.xerces.impl.xs.opti.SchemaParsingConfig";23.0;0.0;0.0;32.0;63.0;237.0;1.0;31.0;12.0;0.9673;624.0;1.0;11.0;0.0;0.1902;0.0;0.0;247391.0;"0.0";"1.0"
"org.apache.xerces.impl.dtd.XMLDTDProcessor";"2.5.0";"xerces";"2.5.0";"org.apache.xerces.impl.dtd.XMLDTDProcessor";53.0;1.0;1.0;27.0;149.0;258.0;4.0;24.0;46.0;0.9433;1603.0;1.0;11.0;0.0;0.1357;0.0;0.0;285472.0;"0.0";"1.0"
"org.apache.xerces.dom.AttrNSImpl";"2.6.0";"xerces";"2.6.0";"org.apache.xerces.dom.AttrNSImpl";16.0;0.0;2.0;14.0;46.0;92.0;5.0;10.0;11.0;0.88;465.0;0.4;0.0;0.0;0.4844;0.0;0.0;27.75;"0.0";"1.0"
"org.apache.xerces.util.ErrorHandlerWrapper$1";"2.6.2";"xerces";"2.6.2";"org.apache.xerces.util.ErrorHandlerWrapper$1";14.0;1.0;0.0;2.0;15.0;83.0;1.0;1.0;13.0;0.9231;57.0;1.0;0.0;0.0;0.5238;0.0;0.0;27857.0;"0.0";"1.0"
"org.apache.xerces.impl.xs.XMLSchemaValidator";"2.7.1";"xerces";"2.7.1";"org.apache.xerces.impl.xs.XMLSchemaValidator";64.0;1.0;0.0;92.0;242.0;1178.0;19.0;76.0;35.0;0.9345;5217.0;0.9455;35.0;0.0;0.0964;0.0;0.0;787969.0;"0.0";"1.0"
"org.apache.xerces.dom.DOMNormalizer$XMLAttributesProxy";"2.7.1";"xerces";"2.7.1";"org.apache.xerces.dom.DOMNormalizer$XMLAttributesProxy";30.0;1.0;0.0;11.0;52.0;357.0;1.0;11.0;29.0;0.9103;258.0;1.0;4.0;0.0;0.2267;0.0;0.0;74333.0;"0.0";"1.0"
"org.apache.xml.serialize.DOMSerializerImpl";"2.8.1";"xerces";"2.8.1";"org.apache.xml.serialize.DOMSerializerImpl";21.0;1.0;0.0;18.0;118.0;110.0;1.0;17.0;13.0;0.9553;2335.0;1.0;4.0;0.0;0.256;0.0;0.0;1092857.0;"0.0";"1.0"
"org.apache.xerces.parsers.XML11DTDConfiguration";"2.9.0";"xerces";"2.9.0";"org.apache.xerces.parsers.XML11DTDConfiguration";35.0;0.0;0.0;44.0;115.0;469.0;0.0;44.0;23.0;0.9275;1689.0;1.0;29.0;0.0;0.1162;0.0;0.0;455429.0;"0.0";"1.0"
"org.apache.xerces.impl.xpath.regex.ParserForXMLSchema";"2.9.0";"xerces";"2.9.0";"org.apache.xerces.impl.xpath.regex.ParserForXMLSchema";39.0;0.0;0.0;10.0;72.0;739.0;1.0;9.0;2.0;1.0;866.0;1.0;0.0;0.0;0.1842;0.0;0.0;210513.0;"0.0";"1.0"
"org.apache.xerces.dom.AttributeMap";"2.9.0";"xerces";"2.9.0";"org.apache.xerces.dom.AttributeMap";16.0;0.0;0.0;10.0;60.0;120.0;4.0;7.0;5.0;10667.0;1021.0;0.0;0.0;0.0;0.2375;0.0;0.0;62.75;"0.0";"1.0"
"org.apache.xerces.util.JAXPNamespaceContextWrapper";"2.9.0";"xerces";"2.9.0";"org.apache.xerces.util.JAXPNamespaceContextWrapper";16.0;1.0;0.0;3.0;25.0;86.0;1.0;3.0;16.0;0.7778;127.0;1.0;1.0;0.0;0.25;0.0;0.0;6.75;"0.0";"1.0"
"org.apache.xerces.impl.dtd.XMLDTDLoader";"2.9.0";"xerces";"2.9.0";"org.apache.xerces.impl.dtd.XMLDTDLoader";22.0;0.0;1.0;32.0;74.0;159.0;5.0;27.0;17.0;0.9008;719.0;0.9167;3.0;0.0;0.1575;0.0;0.0;311364.0;"0.0";"1.0"
"org.apache.xerces.impl.XML11EntityScanner";"2.9.0";"xerces";"2.9.0";"org.apache.xerces.impl.XML11EntityScanner";13.0;0.0;0.0;10.0;37.0;78.0;1.0;9.0;13.0;2.0;4003.0;0.0;0.0;0.0;0.2692;0.0;0.0;3069231.0;"0.0";"1.0"
"org.apache.xerces.parsers.XML11NonValidatingConfiguration";"2.9.0";"xerces";"2.9.0";"org.apache.xerces.parsers.XML11NonValidatingConfiguration";35.0;0.0;0.0;38.0;101.0;469.0;0.0;38.0;23.0;0.9271;1459.0;1.0;23.0;0.0;0.1162;0.0;0.0;392571.0;"0.0";"1.0"
"org.apache.xerces.parsers.XMLGrammarCachingConfiguration";"2.9.0";"xerces";"2.9.0";"org.apache.xerces.parsers.XMLGrammarCachingConfiguration";14.0;0.0;0.0;21.0;43.0;81.0;1.0;20.0;9.0;0.859;258.0;0.8333;4.0;0.0;0.3333;0.0;0.0;17.0;"0.0";"1.0"
"org.apache.xerces.impl.XMLDocumentFragmentScannerImpl";"2.9.0";"xerces";"2.9.0";"org.apache.xerces.impl.XMLDocumentFragmentScannerImpl";35.0;0.0;1.0;44.0;127.0;247.0;17.0;28.0;15.0;0.9468;1929.0;1.0;16.0;0.0;0.114;0.0;0.0;527714.0;"0.0";"1.0"
"org.apache.xerces.impl.xpath.regex.RegularExpression";"2.9.0";"xerces";"2.9.0";"org.apache.xerces.impl.xpath.regex.RegularExpression";52.0;1.0;0.0;21.0;141.0;1096.0;2.0;20.0;20.0;0.9073;6643.0;0.1212;5.0;0.0;0.1923;1.0;1.0;1261154.0;"0.0";"1.0"
"org.apache.xerces.impl.XMLDTDScannerImpl";"2.9.0";"xerces";"2.9.0";"org.apache.xerces.impl.XMLDTDScannerImpl";45.0;0.0;1.0;36.0;148.0;458.0;12.0;24.0;17.0;0.8629;3970.0;1.0;8.0;0.0;0.1266;0.0;0.0;865111.0;"0.0";"1.0"
"org.apache.xml.serialize.XML11Serializer";"2.9.0";"xerces";"2.9.0";"org.apache.xml.serialize.XML11Serializer";12.0;0.0;0.0;13.0;44.0;54.0;1.0;12.0;6.0;0.9545;882.0;1.0;3.0;0.0;0.3021;0.0;0.0;718333.0;"0.0";"1.0"
"org.apache.xerces.jaxp.datatype.XMLGregorianCalendarImpl";"2.9.0";"xerces";"2.9.0";"org.apache.xerces.jaxp.datatype.XMLGregorianCalendarImpl";70.0;2.0;0.0;5.0;152.0;1613.0;3.0;4.0;48.0;0.8477;3456.0;0.9767;0.0;0.3786;0.1159;2.0;11.0;477571.0;"0.0";"1.0"
"org.apache.lucene.store.OutputStream";"1.4.3";"lucene";"1.4.3";"org.apache.lucene.store.OutputStream";15.0;1.0;2.0;18.0;18.0;87.0;18.0;0.0;13.0;0.3929;269.0;0.75;0.0;0.0;0.3111;0.0;0.0;166667.0;"0.0";"1.0"
"org.apache.lucene.store.InputStream";"1.4.3";"lucene";"1.4.3";"org.apache.lucene.store.InputStream";17.0;1.0;3.0;20.0;22.0;92.0;20.0;0.0;14.0;0.5446;417.0;0.8571;0.0;0.0;0.2941;0.0;0.0;231176.0;"0.0";"1.0"
"org.apache.lucene.index.ParallelReader";"1.9.1";"lucene";"1.9.1";"org.apache.lucene.index.ParallelReader";30.0;0.0;0.0;14.0;86.0;223.0;3.0;14.0;24.0;0.8161;512.0;1.0;0.0;0.0;0.1636;0.0;0.0;158667.0;"0.0";"1.0"
"org.apache.lucene.queryParser.QueryParser";"1.9.1";"lucene";"1.9.1";"org.apache.lucene.queryParser.QueryParser";61.0;1.0;1.0;30.0;143.0;1318.0;1.0;29.0;37.0;0.8915;2953.0;0.6154;11.0;0.0;0.1397;0.0;0.0;467705.0;"0.0";"1.0"
"org.apache.lucene.search.Searchable";"1.9.1";"lucene";"1.9.1";"org.apache.lucene.search.Searchable";14.0;1.0;0.0;16.0;14.0;91.0;6.0;10.0;14.0;2.0;14.0;0.0;0.0;0.0;0.3333;0.0;0.0;0.0;"0.0";"1.0"
"org.apache.lucene.queryParser.CharStream";"1.9.1";"lucene";"1.9.1";"org.apache.lucene.queryParser.CharStream";12.0;1.0;0.0;4.0;12.0;66.0;4.0;0.0;12.0;2.0;12.0;0.0;0.0;0.0;0.5833;0.0;0.0;0.0;"0.0";"1.0"
"org.apache.lucene.search.RemoteSearchable_Stub";"1.9.1";"lucene";"1.9.1";"org.apache.lucene.search.RemoteSearchable_Stub";17.0;3.0;0.0;11.0;27.0;108.0;0.0;11.0;15.0;0.9647;983.0;0.6522;0.0;0.3478;0.2557;0.0;0.0;554706.0;"0.0";"1.0"
"org.apache.lucene.analysis.standard.CharStream";"1.9.1";"lucene";"1.9.1";"org.apache.lucene.analysis.standard.CharStream";12.0;1.0;0.0;3.0;12.0;66.0;3.0;0.0;12.0;2.0;12.0;0.0;0.0;0.0;0.5833;0.0;0.0;0.0;"0.0";"1.0"
"org.apache.lucene.queryParser.MultiFieldQueryParser";"1.9.1";"lucene";"1.9.1";"org.apache.lucene.queryParser.MultiFieldQueryParser";19.0;0.0;0.0;11.0;39.0;141.0;0.0;11.0;10.0;0.9167;570.0;0.25;0.0;0.0;0.2536;0.0;0.0;287895.0;"0.0";"1.0"
"org.apache.lucene.analysis.StopFilter";"1.9.1";"lucene";"1.9.1";"org.apache.lucene.analysis.StopFilter";11.0;0.0;0.0;5.0;20.0;49.0;2.0;3.0;11.0;0.5;159.0;1.0;0.0;0.0;0.4242;0.0;0.0;132727.0;"0.0";"1.0"
"org.apache.lucene.search.FieldSortedHitQueue";"2.0.0";"lucene";"2.0.0";"org.apache.lucene.search.FieldSortedHitQueue";16.0;0.0;0.0;15.0;55.0;98.0;1.0;14.0;4.0;0.8333;498.0;0.75;2.0;0.0;0.2963;0.0;0.0;29875.0;"0.0";"1.0"
"org.apache.lucene.index.TermVectorsWriter";"2.2.0";"lucene";"2.2.0";"org.apache.lucene.index.TermVectorsWriter";15.0;1.0;0.0;13.0;54.0;41.0;2.0;11.0;10.0;0.8048;675.0;0.5333;5.0;0.0;0.237;0.0;0.0;43.0;"0.0";"1.0"
"org.apache.lucene.index.SegmentReader$Norm";"2.3.0";"lucene";"2.3.0";"org.apache.lucene.index.SegmentReader$Norm";16.0;1.0;0.0;5.0;28.0;86.0;1.0;5.0;3.0;0.8467;182.0;0.7;2.0;0.0;0.1852;0.0;0.0;9.75;"0.0";"1.0"
"org.apache.lucene.index.TermInfosReader";"2.3.0";"lucene";"2.3.0";"org.apache.lucene.index.TermInfosReader";19.0;1.0;0.0;9.0;40.0;79.0;2.0;7.0;6.0;0.6667;558.0;1.0;6.0;0.0;0.307;0.0;0.0;277368.0;"0.0";"1.0"
"org.apache.lucene.analysis.standard.StandardAnalyzer";"2.9.4";"lucene";"2.9.4";"org.apache.lucene.analysis.standard.StandardAnalyzer";25.0;0.0;0.0;11.0;48.0;80.0;0.0;11.0;22.0;0.5833;365.0;0.6;0.0;0.0;0.2315;0.0;0.0;13.2;"0.0";"1.0"
"org.apache.lucene.search.Similarity";"2.9.4";"lucene";"2.9.4";"org.apache.lucene.search.Similarity";23.0;1.0;2.0;65.0;50.0;233.0;61.0;11.0;20.0;0.9848;280.0;0.4444;2.0;0.0;0.1667;0.0;0.0;107826.0;"0.0";"1.0"
"org.apache.lucene.index.TermVectorsReader";"2.9.4";"lucene";"2.9.4";"org.apache.lucene.index.TermVectorsReader";23.0;1.0;0.0;13.0;66.0;99.0;4.0;9.0;2.0;0.8476;1164.0;0.4706;4.0;0.0;0.2314;0.0;0.0;488696.0;"0.0";"1.0"
"org.apache.lucene.search.ConjunctionScorer";"2.9.4";"lucene";"2.9.4";"org.apache.lucene.search.ConjunctionScorer";11.0;0.0;1.0;6.0;22.0;21.0;3.0;4.0;10.0;0.4667;278.0;1.0;1.0;0.0;0.3273;0.0;0.0;24.0;"0.0";"1.0"
